Vnum	Name	Rank	Type	BattleType	Level	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneskin	SpGodspeed	SpDeathblow	SpRevive			
1038	Rancoroso Esqueleto	S_KNIGHT	MONSTER	MELEE	72		AGGR	0	UNDEAD,ATT_DARK	CURSE	0	skeleton_bigboss	0	99	36	54	23	109	203	11421	4	12	53400	80100	46240	81	100	100	100	2000	175	0	1068	20	5	0	0	0	1	0	5	0	0	5	-15	0	0	0	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20			
1039	Rancoroso Espectral	S_KNIGHT	MONSTER	RANGE	73		AGGR	0	UNDEAD,ATT_DARK	CURSE	0	skeleton_wizard	0	69	92	46	23	142	174	11693	4	12	54100	81200	46880	82	100	100	100	2000	850	0	1069	20	5	0	0	0	1	-15	-10	-5	-10	-15	25	0	0	0	20	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20			
1040	Rancoroso Bestial	S_KNIGHT	MONSTER	MELEE	74		AGGR	0	UNDEAD,ATT_DARK	CURSE	0	immotal_ghost	0	49	93	61	23	144	176	11968	4	12	54800	82300	47520	83	100	100	100	2000	175	0	1070	20	5	0	0	0	1	10	5	10	10	10	-10	0	0	0	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20			
1041	Rancoroso Demoníaco	S_KNIGHT	MONSTER	RANGE	75		AGGR	0	UNDEAD,ATT_DARK	CURSE	0	recycle_monster	0	37	71	100	24	145	178	12240	4	12	55600	83400	48160	84	100	100	100	2000	850	0	1071	20	5	0	0	0	1	-10	-15	-10	-15	-10	30	0	0	0	25	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20			
1061	Vingador	KNIGHT	MONSTER	MELEE	67		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	skeleton_soldier_scythe	0	64	85	43	21	132	161	6438	9	12	39100	58600	21520	76	100	100	100	2000	175	0	0	5	0	0	0	0	1	0	0	0	0	0	-20	0	0	0	0	0	1.0	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1062	Vingador Arqueiro	KNIGHT	MONSTER	MELEE	69		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	skeleton_soldier_bow	0	66	87	22	22	120	180	4933	9	12	40200	60300	27700	78	100	100	100	2000	850	0	0	5	0	0	0	0	1	-5	-15	0	0	0	20	0	0	0	0	0	1.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1063	Vingador Lanceiro	KNIGHT	MONSTER	MELEE	70		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	skeleton_soldier_spear	0	66	89	44	22	137	167	6959	9	12	40800	61200	22480	79	100	100	100	2000	175	0	0	10	0	0	0	0	1	0	0	-20	0	0	0	0	0	0	0	0	1.0	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1064	Vingador Shaman	KNIGHT	MONSTER	RANGE	71		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	skeleton_magician	0	45	90	67	22	108	200	7133	9	12	41300	62000	22800	80	100	100	100	2000	850	0	0	10	0	0	0	0	1	-5	-10	-5	-15	-5	20	0	0	0	10	0	1.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1065	Vingador Fantasma	KNIGHT	MONSTER	MELEE	72		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	spite_ghost	0	46	91	68	23	109	203	7309	9	12	41900	62800	23120	81	100	100	100	2000	175	0	0	15	0	0	0	0	1	0	0	0	0	0	-10	0	0	0	0	0	1.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1066	Vingador Caótico	KNIGHT	MONSTER	RANGE	73		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	chaos_ghost	0	46	92	69	23	110	205	7484	9	12	42400	63700	23440	82	100	100	100	2000	850	0	0	15	0	0	0	0	1	-10	-5	-15	-5	-10	25	0	0	0	15	0	1.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1067	Vingador Soldado	S_KNIGHT	MONSTER	MELEE	71		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	skeleton_general	0	90	45	67	22	108	200	11146	4	12	52700	79000	45600	80	100	100	100	2000	175	0	0	20	5	0	0	0	1	0	0	5	5	0	-15	0	0	0	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1068	Vingador Esqueleto	S_KNIGHT	MONSTER	MELEE	72		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	skeleton_bigboss	0	91	46	68	23	109	203	11421	4	12	53400	80100	46240	81	100	100	100	2000	175	0	0	20	5	0	0	0	1	0	5	0	0	5	-15	0	0	0	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1069	Vingador Espectral	S_KNIGHT	MONSTER	RANGE	73		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	skeleton_wizard	0	69	92	46	23	142	174	11693	4	12	54100	81200	46880	82	100	100	100	2000	850	0	0	20	5	0	0	0	1	-15	-10	-5	-10	-15	25	0	0	0	20	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1070	Vingador Bestial	S_KNIGHT	MONSTER	MELEE	74		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	immotal_ghost	0	70	93	47	23	144	176	11968	4	12	54800	82300	47520	83	100	100	100	2000	175	0	0	20	5	0	0	0	1	10	5	10	10	10	-10	0	0	0	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1071	Vingador Demoníaco	S_KNIGHT	MONSTER	RANGE	75		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE	0	recycle_monster	0	47	71	95	24	145	178	12240	4	12	55600	83400	48160	84	100	100	100	2000	850	0	0	20	5	0	0	0	1	-10	-15	-10	-15	-10	30	0	0	0	25	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1091	Rei Demônio	BOSS	MONSTER	MELEE	75		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	skeleton_king	0	93	70	47	23	112	208	24481	14	22	91600	137400	120400	84	100	100	100	2000	175	0	0	30	10	0	0	0	1	0	0	0	-20	-20	30	0	0	0	30	0	2.0	1039	10	None	0	25	256	0	0	0	0	0	0	0	0	0	0	0	0	0			
1092	Rei Demônio de Elite	BOSS	MONSTER	MELEE	75		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	skeleton_king	0	93	70	47	23	112	208	48961	9	12	91600	137400	240800	84	100	100	100	2000	175	0	0	30	10	0	0	0	1	0	0	0	-20	-20	30	0	0	0	30	0	2.0	0	0	None	0	25	256	0	0	0	0	0	0	0	0	0	0	0	0	0			
1093	Ceifadora da Morte	KING	MONSTER	MELEE	78		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	wolf	0	97	73	49	24	116	215	522500	9	12	95200	142800	1878000	87	100	100	100	2000	175	0	0	50	10	0	0	0	1	0	0	0	-20	-20	50	0	0	0	60	0	2.0	0	0	None	0	10	259	40	260	0	0	0	0	0	0	0	0	0	0	0			
1094	Rei Demônio Roxo	BOSS	MONSTER	MELEE	75		AGGR	0	DEVIL,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	skeleton_king	0	93	70	47	23	112	208	48961	10	10	2340000	3510000	120400	84	100	100	100	2000	150	0	0	30	10	0	0	10	5	40	35	40	40	40	40	25	0	0	60	0	2.0	1039	0	None	0	30	256	0	0	0	0	0	0	0	0	20	20	0	30	40			
1095	Ceifadora Azul	KING	MONSTER	MELEE	78		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	wolf	0	97	73	49	24	116	215	522500	10	10	2340000	3510000	939000	87	100	100	100	2000	175	0	0	50	10	0	0	0	1	0	0	0	-20	-20	50	25	0	0	60	0	2.0	0	0	None	0	10	259	40	260	0	0	0	0	0	0	20	20	0	30	40			
1096	Rei Demônio de Elite	BOSS	MONSTER	MELEE	75		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	skeleton_king	0	93	70	47	23	112	208	284864	12	10	91600	137400	240800	84	110	200	100	2000	150	0	0	30	10	0	0	10	5	40	35	40	40	40	40	0	0	0	60	0	2.0	1039	0	None	0	25	256	0	0	0	0	0	0	0	0	0	0	0	0	0			
2001	Aranha	PAWN	MONSTER	MELEE	43			0	INSECT		0	spider_young	0	28	41	55	14	89	109	1949	4	12	12200	18300	12110	50	100	100	50	2000	175	30057	0	0	0	0	0	0	1	1	-5	1	0	0	-10	0	0	0	0	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2002	Aranha Venenosa	PAWN	MONSTER	MELEE	45			0	INSECT		0	spider_poison	0	47	57	29	14	82	123	2088	3	7	12700	19000	12670	52	90	100	50	2000	175	30056	0	0	0	3	0	0	1	0	0	1	0	0	-10	0	0	0	0	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2003	Aranha Vermelha	S_PAWN	MONSTER	MELEE	48			0	INSECT		0	spider_redpoison	0	54	60	15	15	86	129	2769	9	17	20100	30200	16210	55	110	100	50	2000	175	30025	0	0	0	3	1	0	1	-5	1	-5	0	0	-5	0	0	0	0	0	1.0	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2004	Aranha de Garra	S_PAWN	MONSTER	MELEE	50			0	INSECT		0	spider_nipper	0	56	31	56	16	100	122	2954	3	7	20800	31300	16880	57	90	100	50	2000	175	30058	0	0	0	0	0	0	1	10	0	1	0	1	-5	0	0	0	0	0	1.0	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2005	Aranha Soldado	S_PAWN	MONSTER	MELEE	52			0	INSECT		0	spider_soldier	0	71	33	39	16	104	127	3146	3	7	21600	32500	17560	59	80	120	50	2000	175	30059	0	0	0	0	0	0	1	0	10	0	1	0	-15	0	0	0	0	0	1.0	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2031	Aranha Mortal	KNIGHT	MONSTER	MELEE	50			0	INSECT		0	spider_young	0	49	65	33	16	96	117	3457	9	12	30400	45700	22200	53	100	120	100	2000	175	0	0	0	0	5	0	5	0	0	0	2	0	0	-10	0	0	0	0	0	1.0	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2032	Aranha Venenosa Mortal	KNIGHT	MONSTER	MELEE	52			0	INSECT		0	spider_poison	0	68	34	51	17	88	132	3692	9	12	31600	47400	23160	55	100	120	100	2000	175	0	0	0	0	5	0	5	0	0	1	0	0	0	-5	0	0	0	0	0	1.0	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2033	Aranha Vermelha Mortal	S_KNIGHT	MONSTER	MELEE	54			0	INSECT		0	spider_redpoison	0	53	35	70	18	91	137	6155	4	12	39200	58800	48240	57	100	120	100	2000	175	0	0	0	0	5	1	5	0	1	0	2	0	0	-10	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2034	Aranha de Garra Mortal	S_KNIGHT	MONSTER	MELEE	56			0	INSECT		0	spider_nipper	0	72	36	54	18	106	130	6553	9	17	40600	60900	50160	59	100	120	100	2000	175	0	0	0	0	3	0	5	0	0	1	0	0	0	-5	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2035	Aranha Soldado Mortal	S_KNIGHT	MONSTER	MELEE	58			0	INSECT		0	spider_soldier	0	56	75	37	19	109	134	6969	4	12	42000	63000	52080	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	2	0	1	0	0	-5	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2036	Aranha Soldado Agressiva	S_KNIGHT	MONSTER	MELEE	58		AGGR	0	INSECT		0	spider_soldier	0	56	75	37	19	109	134	6969	19	27	42000	63000	52080	62	100	120	100	2000	175	0	0	0	0	3	0	5	0	1	2	1	0	0	-20	0	0	0	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2051	Aranha Violenta	PAWN	MONSTER	MELEE	43			0	INSECT		0	spider_young	0	28	41	55	14	107	131	1559	4	12	12200	18300	8480	50	100	100	50	2000	175	30057	0	0	0	0	0	0	1	1	-5	1	0	0	-10	0	0	0	0	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2052	Aranha Venenosa Violenta	PAWN	MONSTER	MELEE	45			0	INSECT		0	spider_poison	0	47	57	29	14	98	148	1670	3	7	12700	19000	8870	52	90	100	50	2000	175	30056	0	0	0	3	0	0	1	0	0	1	0	0	-10	0	0	0	0	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2053	Aranha Vermelha Violenta	S_PAWN	MONSTER	MELEE	48			0	INSECT		0	spider_redpoison	0	54	60	15	15	103	155	2215	9	17	20100	30200	11350	55	110	100	50	2000	175	30025	0	0	0	3	1	0	1	-5	1	-5	0	0	-5	0	0	0	0	0	1.0	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2054	Aranha de Garra Violenta	S_PAWN	MONSTER	MELEE	50			0	INSECT		0	spider_nipper	0	56	31	56	16	120	146	2363	3	7	20800	31300	11820	57	90	100	50	2000	175	30058	0	0	0	0	0	0	1	10	0	1	0	1	-5	0	0	0	0	0	1.0	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2055	Aranha Soldado Violenta	S_PAWN	MONSTER	MELEE	52			0	INSECT		0	spider_soldier	0	71	33	39	16	125	152	2516	3	7	21600	32500	12290	59	80	120	50	2000	175	30059	0	0	0	0	0	0	1	0	10	0	1	0	-15	0	0	0	0	0	1.0	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
2061	Aranha Alfa	PAWN	MONSTER	MELEE	60			0	INSECT		0	spider_young	0	77	58	39	20	144	176	3771	12	10	53300	79800	44400	80	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	1.0	0	0	None	70104	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2062	Aranha Venenosa Alfa	S_PAWN	MONSTER	MELEE	62			0	INSECT		0	spider_poison	0	80	60	40	20	132	198	4028	7	10	55200	82800	46320	83	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	1.0	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2063	Aranha Vermelha Alfa	KNIGHT	MONSTER	MELEE	64			0	INSECT		0	spider_redpoison	0	82	62	41	21	137	206	6714	12	15	69800	104700	96480	86	110	120	100	2000	150	0	0	0	0	5	1	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	2.0	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2064	Aranha de Garra Alfa	KNIGHT	MONSTER	MELEE	66			0	INSECT		0	spider_nipper	0	84	63	42	21	159	195	7149	7	10	72300	108500	100320	89	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	2.0	0	0	None	70106	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2065	Aranha Soldado Alfa	S_KNIGHT	MONSTER	MELEE	68			0	INSECT		0	spider_soldier	0	87	65	43	22	164	201	7602	20	25	74700	112100	104160	93	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	2.0	0	0	None	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2071	Aranha de Elite	KNIGHT	MONSTER	MELEE	60			0	INSECT		0	spider_young	0	77	57	38	19	117	217	9063	10	10	38400	57600	47710	84	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	1.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2072	Aranha Venenosa de Elite	KNIGHT	MONSTER	MELEE	62			0	INSECT		0	spider_poison	0	79	59	39	19	120	223	9585	10	10	39300	59000	49290	86	110	120	100	2000	150	0	0	0	0	5	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	1.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2073	Aranha Vermelha de Elite	S_KNIGHT	MONSTER	MELEE	64			0	INSECT		0	spider_redpoison	0	82	61	41	20	128	239	13504	5	10	53700	80600	98290	108	110	120	100	2000	150	0	0	0	0	5	1	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2074	Aranha de Garra de Elite	S_KNIGHT	MONSTER	MELEE	66			0	INSECT		0	spider_nipper	0	84	63	42	21	132	245	14248	10	15	55000	82500	101350	112	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2075	Aranha Soldado de Elite	S_KNIGHT	MONSTER	MELEE	68			0	INSECT		0	spider_soldier	0	86	65	43	21	146	271	15020	5	10	56300	84400	104410	115	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2076	Aranha Soldado Odiosa	S_KNIGHT	MONSTER	MELEE	68		AGGR	0	INSECT		0	spider_soldier	0	86	65	43	21	156	290	15020	20	25	56300	84400	104410	115	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	0	-20	-20	0	0	2.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0			
2091	Aranha Rainha	BOSS	MONSTER	RANGE	60		AGGR	0	INSECT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	77	58	39	17	117	160	193408	10	10	2944000	4416000	192800	68	110	100	100	2000	150	0	0	0	0	25	0	20	20	40	35	40	40	40	40	35	0	0	60	0	2.0	2035	5	None	0	35	261	0	0	0	0	0	0	0	0	5	10	0	0	0			
2092	Aranha Rei	KING	MONSTER	MELEE	75		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	INSECT,ATT_WIND	STUN,SLOW,CURSE,TERROR,REFLECT	0	spider_king	0	122	91	61	30	150	278	2568600	30	20	2340000	3510000	3564000	90	150	160	100	2000	350	0	0	0	0	25	10	30	30	40	35	40	40	40	40	35	0	0	60	0	2.0	2076	5	None	0	40	261	0	0	0	0	0	0	0	0	5	10	0	0	0			
2093	Aranha Imperadora	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	INSECT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	122	91	61	30	150	278	2568600	30	20	2340000	3510000	3564000	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	2.0	2414	10	None	0	40	261	0	0	0	0	0	0	0	0	20	20	0	30	40			
2094	Aranha Imperadora	KING	MONSTER	MELEE	72		AGGR	0	INSECT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	95	71	48	24	102	190	1277520	20	20	5174000	7761000	2088000	73	110	100	100	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	25	100	50	50	50	2.0	2076	10	None	0	40	261	0	0	0	0	0	0	0	0	20	20	0	30	40			
2095	Bolsa Ovos de Aranha	KING	MONSTER	MELEE	70		NOMOVE	0	INSECT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	spider_egg	0	67	45	89	22	0	0	193408	30	20	0	0	50000	150	0	0	100	2000	350	0	0	0	0	0	0	0	0	70	70	70	70	70	70	70	70	70	70	70	1.0	2071	10	None	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40			
2206	Rei Flamejante	BOSS	MONSTER	MELEE	73			0	FIRE,ATT_FIRE	STUN,SLOW,CURSE,TERROR	0	fire_king	0	91	46	66	23	109	203	51024	7	12	89200	133800	175800	82	100	130	100	2000	175	0	0	0	0	0	50	15	20	0	10	0	10	0	-20	10	0	0	10	0	2.0	0	0	None	0	40	256	0	0	0	0	0	0	0	0	20	0	0	0	0			
2207	Rei Flamejante Elite	BOSS	MONSTER	MELEE	73		AGGR	0	FIRE,ATT_FIRE	STUN,SLOW,CURSE,TERROR	0	fire_king	0	91	46	66	23	110	205	356080	25	20	6870000	10305000	2408000	82	110	130	100	2000	150	0	0	0	0	0	50	15	20	40	35	40	40	40	40	35	0	0	60	0	2.0	2205	0	None	0	40	256	0	0	0	0	0	0	0	0	20	0	0	0	0			
2231	Pantera Infernal Roxa	S_PAWN	MONSTER	MELEE	69			0	FIRE,ATT_FIRE		0	fire_tiger	0	84	42	63	21	156	191	4440	3	7	28300	42400	6980	78	100	130	100	2000	175	30042	0	0	0	0	0	15	20	15	10	20	15	15	-10	0	0	0	0	0	1.0	0	0	None	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
